NAME	TITLE	SCORE	
PADI6	na	5.0	
AL109659.1	na	5.0	
AL590783.1	na	5.0	
AL513323.1	na	5.0	
AC244035.1	na	5.0	
AC092017.4	na	5.0	
AL356364.1	na	5.0	
SNAP47-AS1	na	5.0	
AC009951.5	na	5.0	
GRM7-AS3	na	5.0	
AC108733.1	na	5.0	
OCIAD1-AS1	na	5.0	
ADH1C	na	5.0	
AC097375.1	na	5.0	
LINC01179	na	5.0	
AC010285.1	na	5.0	
AL132775.2	na	5.0	
LINC00336	na	5.0	
AC215522.3	na	5.0	
AC011773.1	na	5.0	
AP003469.1	na	5.0	
AC022634.2	na	5.0	
AL731563.2	na	5.0	
AC018511.5	na	5.0	
AL138767.1	na	5.0	
CYP2C19	na	5.0	
AL157832.1	na	5.0	
AC087277.2	na	5.0	
AP002893.1	na	5.0	
SCGB2A2	na	5.0	
U47924.1	na	5.0	
AC026108.1	na	5.0	
AL359649.1	na	5.0	
AL137785.1	na	5.0	
IGHV1-69	na	5.0	
AC022523.1	na	5.0	
AC133565.1	na	5.0	
KRTAP2-3	na	5.0	
CSHL1	na	5.0	
AP001178.1	na	5.0	
AP005329.2	na	5.0	
AC009899.1	na	5.0	
AC010511.1	na	5.0	
AC011474.2	na	5.0	
AC022150.3	na	5.0	
AL096677.1	na	5.0	
WFDC12	na	5.0	
AP001042.3	na	5.0	
BRWD1-AS1	na	5.0	
H2AFB3	na	5.0	
AL669831.2	na	5.0	
AC007317.1	na	5.0	
AC011374.3	na	5.0	
AF181450.1	na	5.0	
LINC02237	na	5.0	
AL354897.1	na	5.0	
LIPM	na	5.0	
LINC02548	na	5.0	
LINC00556	na	5.0	
AL031716.1	na	5.0	
AC002511.2	na	5.0	
LINC02759	na	5.0	
AC087276.2	na	5.0	
AC092120.3	na	5.0	
AC018653.4	na	4.750097	
LINC01522	na	4.647247	
AL590440.2	na	4.5844026	
LINC01405	na	4.575136	
AC084834.1	na	4.530827	
AL050320.1	na	4.279397	
STRIT1	na	4.2194133	
AC073912.1	na	4.199297	
AC073487.1	na	4.13264	
Z82188.2	na	4.1095047	
SHCBP1L	na	4.0034	
TUBA3D	na	3.9808102	
MOGAT2	na	3.9612672	
AL110505.1	na	3.9486306	
LINC00494	na	3.9471931	
AC113398.2	na	3.8820572	
AC117505.1	na	3.872107	
AC079382.2	na	3.860964	
Z93020.1	na	3.8001828	
BX004807.1	na	3.7608373	
AP003550.1	na	3.7374065	
AL133299.1	na	3.7240486	
AC011495.3	na	3.6791425	
PPEF2	na	3.6630583	
AC093904.3	na	3.639105	
P4HA2-AS1	na	3.6225357	
AC009095.1	na	3.5816116	
AC004263.1	na	3.5735638	
AL161912.2	na	3.559256	
LINC01495	na	3.4708102	
AL110115.1	na	3.458716	
AL356259.1	na	3.4538739	
OR5B21	na	3.4044416	
OR11H4	na	3.3968356	
AC002398.1	na	3.3342068	
AC009411.2	na	3.3341262	
AC073048.1	na	3.3203163	
LINC01553	na	3.308582	
AC067942.4	na	3.297377	
AL121938.1	na	3.296482	
AP002957.1	na	3.2851596	
AC015849.2	na	3.2741456	
AC025470.2	na	3.2733583	
GNAT1	na	3.2488363	
AC010401.2	na	3.2363327	
VRTN	na	3.2272027	
STX18-IT1	na	3.2155995	
ZNF716	na	3.20865	
LINC02143	na	3.1928596	
SMIM9	na	3.187417	
AL161909.2	na	3.1805134	
AL512603.1	na	3.17873	
AL139407.1	na	3.1785333	
AL627443.1	na	3.1775486	
AC019183.1	na	3.1744719	
PLA2G2F	na	3.1638663	
LINC02624	na	3.1592731	
AC018904.2	na	3.1520681	
AP000962.3	na	3.143107	
CCDC190	na	3.142411	
AC005104.3	na	3.1352398	
NT5DC4	na	3.117403	
ADIPOQ-AS1	na	3.1083295	
AL135934.1	na	3.102938	
AC025183.2	na	3.1007564	
AP001381.1	na	3.1002276	
GLYAT	na	3.0999725	
AL589693.1	na	3.0998719	
LINC02430	na	3.0982754	
AC092834.1	na	3.0974543	
LINC02400	na	3.0944004	
AL161757.5	na	3.0943024	
AC040174.2	na	3.0929265	
CYP2C9	na	3.092753	
AC005064.1	na	3.0784662	
AC016888.1	na	3.0365906	
AC008781.3	na	3.0120606	
AC100803.2	na	3.008574	
AC005332.2	na	2.99461	
AC003035.1	na	2.9798107	
AC010904.2	na	2.9155123	
AC104985.2	na	2.9075248	
AL136981.3	na	2.8989348	
AC023490.2	na	2.8871832	
AC008870.3	na	2.8782945	
AC026471.5	na	2.8640108	
C19orf85	na	2.863531	
AP000873.4	na	2.8450913	
AC008537.4	na	2.8042414	
AC090607.3	na	2.791778	
AL360227.1	na	2.7698777	
RAB40A	na	2.7675157	
TMEM174	na	2.7668302	
AC093894.1	na	2.7586224	
AC116348.2	na	2.7435915	
NLRP10	na	2.7433956	
AC068228.3	na	2.7295952	
AL158835.2	na	2.724398	
AC093765.5	na	2.7213337	
X5B-LINE	na	2.719777	
AL645465.1	na	2.710463	
LNCARSR	na	2.67951	
AC020892.1	na	2.670446	
AL356488.2	na	2.66641	
AC104472.5	na	2.6660244	
AF230666.2	na	2.6400635	
AP002358.1	na	2.6229875	
RXYLT1-AS1	na	2.6204093	
LTR81AB	na	2.60209	
EZHIP	na	2.5934143	
Z98749.1	na	2.587842	
OR51B2	na	2.58119	
AL031432.4	na	2.5536914	
IYD	na	2.5402176	
Charlie1a	na	2.5380626	
AP006261.1	na	2.5329251	
AluSq10	na	2.5275955	
OR10K1	na	2.5269232	
AC091045.1	na	2.5146146	
AL512658.2	na	2.5139635	
GRID2IP	na	2.5062282	
AC021683.5	na	2.505956	
AC058791.1	na	2.503164	
AluSc5	na	2.493559	
OR1Q1	na	2.4858828	
L1MEf	na	2.4857898	
AF127577.5	na	2.475066	
AluSz6	na	2.469867	
AC024896.1	na	2.4697752	
AL157369.1	na	2.4665833	
AP003680.1	na	2.464288	
AluSx3	na	2.44899	
SPIC	na	2.4475584	
ADAMTS20	na	2.4469028	
DSCAM-AS1	na	2.4466233	
AC127540.1	na	2.433221	
AluSz	na	2.4195156	
AluSx1	na	2.4182904	
AL731553.1	na	2.4149437	
AMPD1	na	2.4125547	
AluSq2	na	2.4108787	
AC011595.1	na	2.4012787	
AC093916.1	na	2.3997805	
LINC00928	na	2.3942137	
Tigger2	na	2.3940122	
AC092384.2	na	2.3911731	
AL365184.1	na	2.391031	
L1MB7	na	2.3882356	
AluSx	na	2.3748744	
AC125618.1	na	2.3700976	
OR51I1	na	2.368594	
L1MB3	na	2.3601213	
AC006146.1	na	2.3567984	
AC073987.1	na	2.3506727	
AluSc8	na	2.3484635	
AC106742.1	na	2.345687	
AC004584.1	na	2.3443668	
A2ML1-AS1	na	2.3441992	
LINC02333	na	2.342603	
AL355538.1	na	2.3397307	
L1M5	na	2.336908	
AluJo	na	2.3301136	
AluSg	na	2.3277097	
AC090707.2	na	2.3250673	
AL031432.1	na	2.3246858	
AC011611.3	na	2.3200347	
AluSg4	na	2.3199444	
AC008885.2	na	2.3183823	
C14orf180	na	2.3157365	
HAL1	na	2.3149185	
AL359546.1	na	2.3142297	
SIDT1-AS1	na	2.3098001	
AluSc	na	2.306272	
AluSq	na	2.3026872	
AluSx4	na	2.2999353	
TJP3	na	2.2997255	
L1M4	na	2.2928643	
SPANXC	na	2.2928624	
Charlie17a	na	2.2902813	
AC009365.3	na	2.2853866	
MCHR2	na	2.277704	
L1MEc	na	2.276711	
AC006059.5	na	2.2736568	
L1MC5a	na	2.271811	
AluSp	na	2.269077	
MamRep1161	na	2.2664204	
AC104758.2	na	2.2655234	
CMTR2	na	2.2640312	
AC010275.1	na	2.2632089	
AC005019.2	na	2.2625408	
SEC62-AS1	na	2.262222	
AL079304.1	na	2.258778	
Tigger1	na	2.258356	
L1ME3B	na	2.2583377	
AC087883.2	na	2.2578468	
AC099552.5	na	2.2571676	
